chunk_id,text,source_type,label
tickets_asana_066,"Their completed and open tasks remain intact; they just lose the ability to create projects or access workspace-level features. To do this: go to Admin Console > Members, find the user, and change their role to Guest. I'd still recommend reviewing their open task assignments before downgrading, just to make sure nothing falls through the cracks.",ticket,
tickets_asana_067,Let me know if you need help walking through it! TKT-023-thread | onboarding | We have a new employee starting Monday. I want to make sure she's set up in Asana and knows what to do on her first day.,ticket,
tickets_asana_068,"What's the best way to onboard a new team member? Should I add her before she starts, assign her tasks in advance, and is there any kind of welcome flow she'll go through when she first logs in? || FOLLOW-UP (4 days later): Quick update — she joined on Monday and said the experience was confusing.",ticket,
tickets_asana_069,"She accepted the invite, got into Asana, saw a project, and had no idea what she was supposed to do first. Is there something I should have done differently to set her up better? She also said she got a lot of emails immediately and nearly unsubscribed from all notifications.",ticket,
tickets_asana_070,| REPLY 1: Great that you're thinking about this in advance! Here's what I'd recommend: (1) Add her to Asana before Monday so she can accept the invite and get oriented. (2) Assign her a few concrete tasks with due dates in the first week — having her name on specific tasks makes My Tasks useful immediately.,ticket,
tickets_asana_071,"(3) Consider writing a brief comment on her first task explaining what you want her to do and how you're using Asana as a team. (4) Send her this quick-start guide [link] along with the invite. There's no formal welcome flow for new members beyond the invite email, so the context you set up manually matters a lot.",ticket,
tickets_asana_072,"|| REPLY 2: Thanks for the follow-up — what you're describing is unfortunately a common experience. The new member invite flow doesn't include an orientation or a 'here's what to do first' prompt. A few things that help: (1) When you add someone to a project, leave a welcome comment on their first task.",ticket,
tickets_asana_073,(2) Ask her to go to My Tasks first (not Home or a project) — it's the cleanest view for someone just starting out. (3) For notifications: walk her through Settings > Notifications and turn off email notifications for everything except @mentions and task assignments. That usually cuts the noise dramatically.,ticket,
tickets_asana_074,I'd also pass along that a guided new-member experience is something we hear often as a gap — your feedback has been logged.,ticket,
tickets_lidl_001,"LP-1001 | coupon_not_applied | I activated the £1 off Pringles coupon yesterday afternoon, used it at my local Lidl in Bristol last night, but the discount wasn't applied at checkout. The receipt shows full price. Can you refund the £1?",ticket,
tickets_lidl_002,| Hi Sarah — thanks for getting in touch. I can see the coupon was activated correctly but not redeemed at the till. I've credited £1 to your Lidl Plus rewards balance.,ticket,
tickets_lidl_003,Apologies for the inconvenience. LP-1002 | coupon_not_applied | Coupon for the cheese didn't work. Says activated.,ticket,
tickets_lidl_004,Cashier said no. | Hello — sorry about that. Could you send a photo of the receipt and the coupon screen so we can investigate further?,ticket,
tickets_lidl_005,"LP-1003 | coupon_not_applied | Hi, I had a coupon for £2 off when you spend over £20. I spent £24.50, the coupon was activated, but it didn't apply at checkout. I have the receipt.",ticket,
tickets_lidl_006,"Please advise. | Hi — the coupon required a minimum spend of £25, not £20. Apologies if the wording was unclear.",ticket,
tickets_lidl_007,We've passed feedback to the team. LP-1004 | coupon_not_applied | this is the third time a coupon hasnt worked. im fed up.,ticket,
tickets_lidl_008,im going to delete the app | Hi — really sorry to hear this. Could you let us know which coupon and which store? We'll look into the pattern of failures and credit any missed savings.,ticket,
tickets_lidl_009,LP-1005 | coupon_not_applied | Bought a multipack of yoghurts on offer in the app today. The 50p off didn't come off the bill. Receipt attached.,ticket,
tickets_lidl_010,"| Thanks for the receipt — I can see the issue, the coupon was for a different yoghurt size than the one you purchased. The 50p coupon was for the 4-pack, not the 6-pack. I appreciate this is confusing — feedback noted.",ticket,
tickets_lidl_011,LP-1006 | coupon_not_applied | ACTIVATED COUPON DOES NOT WORK AT TILL. THIS IS NOT THE FIRST TIME. PLEASE FIX.,ticket,
tickets_lidl_012,"| Hi — I understand the frustration. Could you confirm the store, date and approximate time of your visit? We'll investigate.",ticket,
tickets_lidl_013,"LP-1007 | coupon_not_applied | Hello, I tried to use the bakery 30% off coupon today and the cashier told me it had already been used. I had only just activated it. I have not used it before.",ticket,
tickets_lidl_014,"I have the screenshots showing it was active. | Hi — apologies, this can occasionally happen if a coupon is double-tapped during activation. I've added 30% of the bakery total back to your rewards balance as a goodwill gesture.",ticket,
tickets_lidl_015,"LP-1008 | coupon_not_applied | I had two coupons activated, only one applied. | Hi — most of our coupons can only be redeemed one per transaction (e.g. one product-level + one basket-level).",ticket,
tickets_lidl_016,If you'd like to share the receipt we can clarify which combination you tried. LP-1009 | coupon_not_applied | Coupon for shampoo not work. Cashier say not activated.,ticket,
tickets_lidl_017,I activated. App show activated. What is going on please.,ticket,
tickets_lidl_018,| Hi — sorry for the trouble. There's a known sync issue we're investigating where coupons can show as activated in-app but not register at the till. We've credited 60p to your rewards as the missed saving.,ticket,
tickets_lidl_019,"LP-1010 | coupon_not_applied | Wanted to use the £1 off the wine deal. Coupon was activated yesterday. Today at checkout, nothing came off.",ticket,
tickets_lidl_020,"Disappointing because that's why I bought the wine. | Hi Tomasz — the wine coupon ended at midnight yesterday, before your shop today. I appreciate the expiry isn't always obvious.",ticket,
tickets_lidl_021,"We've flagged this for clearer in-app messaging. LP-1011 | coupon_not_applied | Hi team. Used coupon, not applied.",ticket,
tickets_lidl_022,£1.50 missing. Would appreciate refund. Receipt below.,ticket,
tickets_lidl_023,Cheers | Hi — refunded £1.50 to your rewards balance. Thanks for your patience. LP-1012 | coupon_not_applied | fix your app the coupons never work | Hi — sorry to hear that.,ticket,
tickets_lidl_024,"We'd love to dig into what's been happening — could you share which coupons specifically and which store? LP-1013 | coupon_not_applied | I used a coupon earlier and the discount applied fine, but it then deactivated and now I can't see the coupon at all. Was it a one-time coupon?",ticket,
tickets_lidl_025,"The terms didn't say so. | Hi — yes, all of our product coupons are single-use per account. Once applied, they disappear from your active coupons list.",ticket,
tickets_lidl_026,We're working on making this clearer in the T&Cs. LP-1014 | coupon_not_applied | Activated a coupon Saturday for use Sunday. Sunday went to use it.,ticket,
tickets_lidl_027,Coupon gone. App says no active coupons. It was definitely active when I left it.,ticket,
tickets_lidl_028,"| Hi — coupons can occasionally drop from the active list if the app is reinstalled, logged out, or if the coupon expired between activation and use. We're sorry — please share the coupon name and we can credit the saving. LP-1015 | coupon_not_applied | Manager at till said the system isnt recognising my coupons today.",ticket,
tickets_lidl_029,Said it's been happening to others. Can you check? | Hi — there was a partial outage in the loyalty system this morning between 09:00 and 11:30.,ticket,
tickets_lidl_030,"We're applying credits to affected accounts. You should see yours in 24h. LP-1016 | points_balance | I shopped on Sunday, spent £62, but my points balance hasn't moved.",ticket,
tickets_lidl_031,Can you check? | Hi — I can see the receipt was uploaded but didn't post points. I've manually credited 62 points to your balance.,ticket,
tickets_lidl_032,"Apologies for the delay. LP-1017 | points_balance | Hi, points balance shows zero today but yesterday I had 340 points. What's happened?",ticket,
tickets_lidl_033,| Hi — there was a display glitch on the home screen this morning that has now been resolved. Your full balance should be showing again. Could you confirm?,ticket,
tickets_lidl_034,LP-1018 | points_balance | where r my points | Hi — could you share more detail? When did you shop and what's your account email? We'll look into it.,ticket,
tickets_lidl_035,LP-1019 | points_balance | I've been a Plus member for 18 months and have somehow only got 80 points. That can't be right. I shop weekly.,ticket,
tickets_lidl_036,"| Hi — looking at your account, points have been correctly applied each time the QR was scanned at the till. It looks like you've scanned roughly 1 in 5 visits. Do you usually scan?",ticket,
tickets_lidl_037,LP-1020 | points_balance | Got the £5 voucher email this morning. Voucher does not appear in app. Have refreshed and reinstalled.,ticket,
tickets_lidl_038,"| Hi — the voucher should appear within 24 hours of the email. If still missing, please confirm and we'll force-issue it. LP-1021 | points_balance | Why have my points expired?",ticket,
tickets_lidl_039,I had 480 points and now I have 0. Nobody warned me. | Hi Margaret — points expire 12 months after they're earned and you receive notifications and emails 30 and 7 days before expiry.,ticket,
tickets_lidl_040,"As a one-off, I've reinstated 240 points (50%). Please check your notification settings to receive future expiry warnings. LP-1022 | points_balance | Did 2 shops this week.",ticket,
tickets_lidl_041,Only 1 got points. | Hi — could you confirm which store and dates? We'll look at both transactions.,ticket,
tickets_lidl_042,LP-1023 | points_balance | I've been collecting points for the £15 voucher tier for ages and the app suddenly shows me only at the £5 tier. Where did the rest go? | Hi — the loyalty programme structure was updated in our March release; vouchers are now issued automatically at £5 thresholds rather than accumulated to £15.,ticket,
tickets_lidl_043,You should have received an email about this. We can credit a one-off £10 voucher if you weren't notified. LP-1024 | points_balance | points missing for shop on 14/04 at Lidl New Cross.,ticket,
tickets_lidl_044,£41 spent. App shows 0 points for that visit. | Hi — confirmed and credited 41 points.,ticket,
tickets_lidl_045,"Apologies. LP-1025 | points_balance | Hi, my balance keeps fluctuating, sometimes showing 200 sometimes 80. Is this a known issue?",ticket,
tickets_lidl_046,"| Hi — yes, there's a sync issue we're working on where the balance can flicker. The actual figure stored on our end is correct. Latest version (2.19) should fix it — please update if you haven't.",ticket,
tickets_lidl_047,"LP-1026 | points_balance | Can you tell me how points are earned? The numbers don't make sense to me. Sometimes I get 1 per pound, sometimes more, sometimes none.",ticket,
tickets_lidl_048,"| Hi — points are earned as 1 per £1 spent, with bonus point promotions on selected products (these are flagged in the app). The 'no points' case usually means the QR wasn't scanned at the till. Hope this helps.",ticket,
tickets_lidl_049,"LP-1027 | points_balance | the app says i have 410 points but when i go to redeem nothing happens | Hi — points reach voucher tiers automatically at 250-point intervals. The next voucher will issue at 500 points. Vouchers are pushed to your rewards section as they're earned, not redeemed manually.",ticket,
tickets_lidl_050,LP-1028 | app_crash | App crashes every time I open the coupons section. iPhone 11. iOS 17.4. | Hi — could you confirm the app version (Settings > About)?,ticket,
tickets_lidl_051,Latest is 2.19; if you're on an older version please update and let us know if it persists. LP-1029 | app_crash | App freezes at the till. This has happened FOUR TIMES in the last month.,ticket,
tickets_lidl_052,Embarrassing in front of the queue. Please fix. | Hi — really sorry.,ticket,
tickets_lidl_053,"Freezing at the QR screen has been linked to background app refresh interfering with the dynamic code. We're working on a fix. In the meantime, opening the app 30s before the till can help.",ticket,
tickets_lidl_054,LP-1030 | app_crash | samsung galaxy a32. app keeps closing on its own. cant even sign in | Hi — there's a known issue on some Android 13 devices with the latest release.,ticket,
tickets_lidl_055,We've shipped a fix in 2.19.1 — please update from the Play Store and let us know. LP-1031 | app_crash | App takes 20+ seconds to load the QR. Useless at a till.,ticket,
tickets_lidl_056,I've started using my Tesco Clubcard instead. | Hi — load time is something we're actively working on. Could you confirm your device model so we can prioritise?,ticket,
tickets_lidl_057,We'd like to keep you with us. LP-1032 | app_crash | crashes when i open the receipts tab. nothing else seems to be affected | Hi — we're aware of this on accounts with a large receipt history.,ticket,
tickets_lidl_058,A backend pagination fix is rolling out this week. LP-1033 | app_crash | App was working fine until last week's update. Now it crashes the moment I open it.,ticket,
tickets_lidl_059,Can't even use it. | Hi — sorry to hear. Could you try uninstalling and reinstalling?,ticket,
tickets_lidl_060,"If that doesn't work, please let us know your device and OS version. LP-1034 | app_crash | Dont understand why an app like this needs to be so slow. Open, hangs.",ticket,
tickets_lidl_061,"Open, hangs. | Hi — we hear you. Performance is on our roadmap as a priority for the next release.",ticket,
tickets_lidl_062,Thanks for the feedback. LP-1035 | app_crash | Spinning circle of death at the QR. Always happens when there's a queue.,ticket,
tickets_lidl_063,Why does it only break under pressure | Hi — that's frustrating. The QR generates fresh on each open and can be slow under poor connection. We're testing a cached fallback for the next release.,ticket,
tickets_lidl_064,"LP-1036 | app_crash | App will not open. Black screen. Please help | Hi — could you confirm device, OS, and app version?",ticket,
tickets_lidl_065,"In most cases, force-quitting and reopening works. If not, reinstall is usually the fix. LP-1037 | app_crash | Crashes during scratch card animation.",ticket,
tickets_lidl_066,Then I dont know if I won or not. Its frustrating because my kids love the scratch card | Hi — there's a known issue on older devices where the scratch card animation crashes. Your scratch result is still recorded — please check the rewards tab to see if you won.,ticket,
tickets_lidl_067,Fix coming in next release. LP-1038 | login | Forgot password. Reset email never arrives.,ticket,
tickets_lidl_068,"Tried 3 times. | Hi — please check your spam folder. If still missing in 30 minutes, let us know your account email and we'll trigger the reset manually.",ticket,
tickets_lidl_069,LP-1039 | login | Locked out of my account. Says wrong password too many times. I've been using the same one for ages.,ticket,
tickets_lidl_070,"| Hi — accounts auto-lock for 30 minutes after multiple wrong attempts. After that you can try again, or use 'forgot password'. LP-1040 | login | Got a new phone, can't log in to my old account.",ticket,
tickets_lidl_071,Says it doesn't recognise my email. But I've been using it for years. | Hi — could you check whether you registered with a different email originally?,ticket,
tickets_lidl_072,Some users register with social login (Apple/Google) and don't realise. Happy to look it up if you confirm the email here. LP-1041 | login | I can log in fine but my points are gone.,ticket,
tickets_lidl_073,New account? | Hi — looks like you registered a second account with a slightly different email. We've merged them.,ticket,
tickets_lidl_074,Your full points balance should now show. LP-1042 | login | Tried to register and email already exists. But I've never had the app before.,ticket,
tickets_lidl_075,| Hi — your email might have been used for another Lidl service. We can look this up — please send your details via the secure form: [link]. LP-1043 | login | the login with face id is not working anymore.,ticket,
tickets_lidl_076,it just goes round and round and then asks for password | Hi — this is a known issue with the latest iOS update. We're working on a compatibility fix. Use password login in the meantime.,ticket,
tickets_lidl_077,LP-1044 | login | I changed my email last month and now I can't log in. The app keeps using the old email even though I updated it in settings. | Hi — email changes need to be verified via a confirmation link sent to the new email.,ticket,
tickets_lidl_078,"If unverified, the old email remains active. Can you check your inbox for the verification? LP-1045 | login | PLEASE help.",ticket,
tickets_lidl_079,Can't log in. At the store. People waiting.,ticket,
tickets_lidl_080,"| Hi — for immediate use, please ask the cashier to ring through your shop without the app, then contact us via the form afterwards and we'll credit any missed points/coupons. LP-1046 | login | How do I delete my account? | Hi — account deletion can be requested via Settings > Account > Delete Account, or by replying with your registered email.",ticket,
tickets_lidl_081,Confirmations take 7 working days. LP-1047 | login | i logged out by accident now my coupons are all gone i had like 15 activated | Hi — sorry to hear that. Activated coupons should sync back when you log in to the same account.,ticket,
tickets_lidl_082,Could you confirm whether they've returned? LP-1048 | feature_request | Could you add a shopping list feature to the app? I make my list separately and would love to have it linked to the offers.,ticket,
tickets_lidl_083,| Hi James — great idea. We've passed this to product. Shopping lists are something we're considering for future releases.,ticket,
tickets_lidl_084,LP-1049 | feature_request | please add a search bar in the coupons section. scrolling through 100 coupons is exhausting. | Hi — a coupons search is on our roadmap.,ticket,
tickets_lidl_085,Thanks for the nudge. LP-1050 | feature_request | Why isn't there a way to see which coupons are about to expire? Useful for deciding what to use first.,ticket,
tickets_lidl_086,| Hi — sort by expiry date is being explored. Good suggestion. LP-1051 | feature_request | I'd love personalised coupons based on what I actually buy.,ticket,
tickets_lidl_087,I get coupons for cat food and I don't have a cat. | Hi — personalisation is something we're actively working on. You should see relevance improve gradually as you shop more.,ticket,
tickets_lidl_088,LP-1052 | feature_request | Can the app please tell me if a product is in stock at my local store? Wasted a trip last week. | Hi — stock visibility per store is technically complex but on our long-term roadmap.,ticket,
tickets_lidl_089,Thanks for the feedback. LP-1053 | feature_request | Suggestion: dark mode for the app. The bright white at the till at night is rough.,ticket,
tickets_lidl_090,| Hi — dark mode is on our backlog. Thanks for the suggestion. LP-1054 | feature_request | the app should auto apply coupons on stuff i buy.,ticket,
tickets_lidl_091,why do i have to manually activate every single one | Hi — we hear you. Auto-application is something we've been investigating but is dependent on changes to the till system. LP-1055 | feature_request | Please add Apple Wallet integration so I can use the QR from the lock screen.,ticket,
tickets_lidl_092,| Hi — Apple Wallet support is being scoped for a future release. Thanks for the request. LP-1056 | notification_complaint | I get too many notifications from this app.,ticket,
tickets_lidl_093,"Multiple a day. I've turned them off but they still come through somehow. | Hi — you can fully control notifications in Settings > Notifications, or in your device's app permissions.",ticket,
tickets_lidl_094,"If you've turned them off and still see them, please let us know which type. LP-1057 | notification_complaint | Stop sending me marketing emails I never agreed to. | Hi — apologies.",ticket,
tickets_lidl_095,We've unsubscribed your email from all marketing comms. You'll still receive transactional emails (e.g. password resets).,ticket,
tickets_lidl_096,"LP-1058 | notification_complaint | the notifications are too many. I had to delete the app last time, redownload it just to fix | Hi — sorry to hear that. You can fine-tune notification types in Settings > Notifications.",ticket,
tickets_lidl_097,We're also working on smarter notification frequency limits. LP-1059 | notification_complaint | Got 4 notifications today telling me to use my coupons before they expire. Felt nagged.,ticket,
tickets_lidl_098,"| Hi — the expiry notifications are sent at 7 days, 3 days, 1 day, and morning of expiry. We're reviewing whether this cadence is too aggressive. LP-1060 | notification_complaint | Why am I getting notifications about coupons in stores 50 miles from me?",ticket,
tickets_lidl_099,"| Hi — geo-targeting depends on the location permission. If location access is set to 'Always', this should narrow notifications to your area. We'd recommend checking your settings.",ticket,
tickets_lidl_100,LP-1061 | notification_complaint | Push notifications wake me up at 7am every Thursday. WHY | Hi — that's the weekly offers drop. We've reviewed and 7am is too early — moving it to 9am in the next release.,ticket,
tickets_lidl_101,Apologies. LP-1062 | notification_complaint | the scratch card notifications are constant. cool the first time.,ticket,
tickets_lidl_102,annoying after that | Hi — we've heard this from a few users. Scratch card frequency is being reviewed. LP-1063 | voucher_redemption | Tried to redeem £5 voucher at till.,ticket,
tickets_lidl_103,Cashier scanned QR. Said system not recognising the voucher. Paid full price.,ticket,
tickets_lidl_104,| Hi — sorry. I can see the voucher was redeemed but never used. It's been re-issued to your rewards.,ticket,
tickets_lidl_105,You have 30 days to use it. LP-1064 | voucher_redemption | Voucher expired before I could use it. Only had 7 days.,ticket,
tickets_lidl_106,That's not long. | Hi — voucher validity periods vary by promotion. We're reviewing whether 7 days is long enough.,ticket,
tickets_lidl_107,"Unfortunately we can't reissue expired vouchers as standard, but I've made an exception for you this time. LP-1065 | voucher_redemption | How do I redeem a voucher? I have one but I dont understand the steps.",ticket,
tickets_lidl_108,"| Hi — open the app, tap Rewards, tap your voucher, tap Redeem. A code will be displayed. Show this to the cashier BEFORE scanning your shopping QR.",ticket,
tickets_lidl_109,Note: vouchers must be used within 1 hour of tapping Redeem. LP-1066 | voucher_redemption | redeemed voucher by accident. didn't mean to.,ticket,
tickets_lidl_110,"can you reissue? | Hi — redeemed vouchers can't usually be reissued, but as a one-off we've added it back to your rewards. Please be careful with the Redeem button.",ticket,
tickets_lidl_111,"LP-1067 | voucher_redemption | The 1-hour expiry on redeemed vouchers is ridiculous. I queue for 5 mins, lose track of time, voucher gone. | Hi — we agree the 1-hour limit is tight in practice.",ticket,
tickets_lidl_112,Feedback noted and being reviewed for the next release. LP-1068 | voucher_redemption | I have two vouchers. Can I use both in one shop?,ticket,
tickets_lidl_113,"| Hi — yes, multiple vouchers can be used in the same transaction, but each must be redeemed and shown separately. Some restrictions apply on stacking with coupons. LP-1069 | voucher_redemption | The cashier said i needed to redeem the voucher BEFORE scanning the qr.",ticket,
tickets_lidl_114,"nothing in the app told me that. | Hi — apologies, this isn't well signposted. Vouchers must be redeemed and the code shown first, then the shopping QR.",ticket,
tickets_lidl_115,We're improving the in-app guidance. LP-1070 | voucher_redemption | where are my vouchers stored in the app | Hi — Rewards tab (gift icon at bottom). All issued vouchers appear there until redeemed.,ticket,
tickets_lidl_116,"LP-1071 | receipt_missing | Shopped this morning, scanned the QR, but the receipt isn't showing in the app. Has been over 12 hours. | Hi — receipts can take up to 24 hours to appear.",ticket,
tickets_lidl_117,"If it's still missing tomorrow morning, let us know and we'll investigate. LP-1072 | receipt_missing | I rely on the app receipts for my expenses. They keep disappearing after a few weeks.",ticket,
tickets_lidl_118,Is there a limit to how many are stored? | Hi — receipts are stored for 90 days. We'd recommend exporting any you need to keep.,ticket,
tickets_lidl_119,Longer storage is on our roadmap. LP-1073 | receipt_missing | Receipt total in app doesn't match the paper receipt. £2.50 more in the app.,ticket,
tickets_lidl_120,| Hi — this is unusual. Could you share photos of both? We'll investigate.,ticket,
tickets_lidl_121,LP-1074 | receipt_missing | no receipt for shop on tuesday. scanned the qr. points went in but receipt missing | Hi — sometimes the receipt sync lags behind the points.,ticket,
tickets_lidl_122,We'll check the backend and confirm shortly. LP-1075 | receipt_missing | How do I download a receipt from the app? Need it for my tax records.,ticket,
tickets_lidl_123,"| Hi — open the receipt > tap Share > choose your method (email, save to files, etc.). PDF export is supported. LP-1076 | receipt_missing | Receipt missing from a week ago.",ticket,
tickets_lidl_124,Now too late to file expenses. Frustrated. | Hi — really sorry.,ticket,
tickets_lidl_125,"We've manually pushed the missing receipt to your account, please check now. LP-1077 | receipt_missing | the receipt list is in chronological order but newest at the bottom which is annoying. Please flip it.",ticket,
tickets_lidl_126,| Hi — sort options are limited at present. We'll pass on the request to flip the default order. LP-1078 | receipt_missing | Some of my receipts show item-level detail and some just show a total.,ticket,
tickets_lidl_127,Why the difference? | Hi — older receipts pre-2025 are stored as totals only due to legacy systems. Receipts from 2025 onwards have full line items.,ticket,
tickets_lidl_128,LP-1079 | payment_issue | Apple Pay doesn't work in store with this app. Says 'pay later in app' but I just want to pay now. | Hi — Lidl Plus doesn't currently support in-app payment.,ticket,
tickets_lidl_129,"Apple Pay is supported at the till as a regular payment method, separate from the app. LP-1080 | payment_issue | i thought you could pay via the app like at tesco scan and shop. | Hi — correct, Lidl Plus doesn't currently offer scan-and-shop.",ticket,
tickets_lidl_130,Payment is at the till as normal. We've passed your interest in this feature to product. LP-1081 | payment_issue | Why does the app ask for my card details if I can't pay through it?,ticket,
tickets_lidl_131,| Hi — card details are stored only if you've opted in to use them for in-app voucher purchases or charity donations. You can remove them in Settings > Payment Methods. LP-1082 | payment_issue | Got charged twice for what looks like a single transaction.,ticket,
tickets_lidl_132,Through the app and on my card. | Hi — please share your receipt and bank statement excerpt. Double charges are rare but we'll investigate immediately.,ticket,
tickets_lidl_133,"LP-1083 | payment_issue | the cashier said scan the app first then card but i did and the points didn't go on my card. how is this supposed to work | Hi — sequence is: scan app QR first (or hand to cashier first), then your payment card. Points should attach to the receipt regardless of payment method.",ticket,
tickets_lidl_134,LP-1084 | account_settings | I want to change my home store. Can't find where in the app. | Hi — Settings > Preferences > Home Store.,ticket,
tickets_lidl_135,You can also use the location pin in the app header to switch. LP-1085 | account_settings | How do I see my spending history per month? | Hi — Receipts tab > tap the calendar icon to filter by month.,ticket,
tickets_lidl_136,Total spend per month shown at the top. LP-1086 | account_settings | Need to update my address. Already moved 2 months ago.,ticket,
tickets_lidl_137,Is that important? | Hi — address is used only for store recommendations and any postal vouchers. Update via Settings > Profile > Address.,ticket,
tickets_lidl_138,Not urgent. LP-1087 | account_settings | i want to change the language to polish but theres no option | Hi — language is taken from your device settings. Set your phone to Polish and the app should follow.,ticket,
tickets_lidl_139,Some content may still default to English. LP-1088 | account_settings | Privacy concern — does the app track my location even when not in use? Want to disable.,ticket,
tickets_lidl_140,| Hi — location is used only for store finder and offer relevance. Set device location permission to 'While Using App' or 'Never'. App still works without location.,ticket,
tickets_lidl_141,LP-1089 | account_settings | Cant find where to opt out of marketing emails after I opted in by accident | Hi — Settings > Notifications > Email Marketing > toggle off. Or click 'unsubscribe' at the bottom of any marketing email. LP-1090 | general_complaint | Worst supermarket app I've used.,ticket,
tickets_lidl_142,"Points don't add up, coupons don't work, and the support is slow. Aldi doesn't even have an app and they manage fine. | Hi — sorry to hear about your experience.",ticket,
tickets_lidl_143,Could you share specific examples of points/coupon issues? We'd like to understand and fix what's gone wrong. LP-1091 | general_complaint | the app is fine i guess but its just one more thing to remember | Hi — thanks for the feedback.,ticket,
tickets_lidl_144,We're working on streamlining the experience to reduce friction at the till. LP-1092 | general_complaint | Why does Lidl have such a confusing app? Just give me a barcode and let me earn points.,ticket,
tickets_lidl_145,The coupons are a maze. | Hi — we hear you. Simplification of the coupons experience is on the roadmap.,ticket,
tickets_lidl_146,"LP-1093 | general_complaint | App is bloated with features I dont use. Scratch card, leaflets, recipes? Why is there a recipes section.",ticket,
tickets_lidl_147,| Hi — fair feedback. The home screen is being redesigned to highlight the features you actually use. LP-1094 | general_complaint | The latest update made everything worse.,ticket,
tickets_lidl_148,Old version was fine. Please go back. | Hi — could you tell us what specifically feels worse?,ticket,
tickets_lidl_149,We'd like to understand which changes affected you. LP-1095 | general_complaint | in store the cashier always has to wait while i fumble with the app. embarrassing | Hi — we know this is a common pain point.,ticket,
tickets_lidl_150,Speed at the till is something we're prioritising. LP-1096 | positive_feedback | Just wanted to say thank you — got my first £5 voucher and felt like I'd actually been rewarded for shopping. Nice surprise.,ticket,
tickets_lidl_151,"| Hi — that's lovely to hear, thank you for taking the time to write. Enjoy the voucher! LP-1097 | positive_feedback | the scratch card thing is daft but my kids love it.",ticket,
tickets_lidl_152,"genuinely makes them want to come shopping with me | Hi — happy to hear it's brought some fun to your shop! Thanks for the smile. LP-1098 | positive_feedback | Latest version feels much faster, especially the QR loading.",ticket,
tickets_lidl_153,"Good job to the team. | Hi — thanks so much, we'll pass this to the engineering team. Glad it's improved for you.",ticket,
tickets_lidl_154,LP-1099 | scratch_card | Scratch card said I won £2 off but the discount wasn't there next time I shopped. | Hi — scratch card prizes appear in your rewards and need to be used within 30 days. Could you check the rewards tab?,ticket,
tickets_lidl_155,If still missing we'll investigate. LP-1100 | scratch_card | I never seem to win anything on the scratch cards. Are they actually random?,ticket,
tickets_lidl_156,"| Hi — yes, prizes are randomly distributed with published probabilities (see T&Cs in app). Most prizes are small discounts on common products.",ticket,
reviews_revolut_001,"3fdb0dc6-6a43-4877-9405-07a9b7f94ca8 | Expensive fees | Revolut
f0dc3b13-ccb7-44aa-a3c8-dba208f560e6 | Live it especially for my kids under 18 cards | Revolut
ac26ee94-50dd-4d5f-8cc5-1883ac194e80 | great and easy to use. | Revolut
d94b883d-c5fc-4340-b3a3-76c7bcb18283 | good | Revolut
835ee35d-ed0b-4cc1-b07f-a3adf6765d9d | One of the main benefits of Revolut is competitive exchange rates, which are often better than traditional banks. This helps users save money when exchanging currencies or travelling abroad.",review,
reviews_revolut_002,"In addition, Revolut allows fast and easy international money transfers, making it suitable for students, overseas workers, and people who frequently send money to other countries. | Revolut
66d3b2fa-752b-49f0-ac12-61012280cbf4 | Had a Barclays and Lloyd's acc, switched to Revolut. Much more sensible and straightforward | Revolut
2c314705-2a91-40d7-bd04-bd65981dbc3c | This app is a perfect and trustworthy saving account and keep you money safe very fast sending and faster receiver for all County and available all the time 👌💕 | Revolut
92c7ce6b-cf5b-4426-97e3-fe5d5a06744f | good | Revolut
7d75d7c1-6b3d-4815-8b25-e41a06ced913 | After the last update I had a lot of crashes.",review,
reviews_revolut_003,"First time when I have problems with this app, Samsung S23 Ultra. Please check it. | Revolut
47f55eee-0bda-47ba-b986-c3c35f845a81 | terrible exchange rates and won't allow me to close the account even after following all the steps mentioned they give me a black screen with the text to do steps and a button to keep my account open | Revolut
cb126cfe-c11f-4264-ba30-5d53d3740c58 | i trid to open a account but it didnt go thay askd me for share code and i put in the share code i scand my face and its not working a brand new share code but its not working do not use mady letter if thay gonna fix imthe problems but i dont thing so thay tell and tell thay gonna fix but.... | Revolut
09fe2e89-e215-46f0-9e33-98110ad6c02d | sunteti nebuni?",review,
reviews_revolut_004,"ma obligati sa cumpar alt telefon doar ca sa folosesc aplicatia voastra? de ce nu era ok si pe versiunea anterioara??? | Revolut
f82bf800-2ddb-48e7-bdd8-c24f93222470 | fantastic | Revolut
80102659-50e9-4eb3-bacf-b0e29776bdbc | Very intuitive use and safe.",review,
reviews_revolut_005,"| Revolut
347dd999-0706-40bd-95fc-13d9492a64a9 | quick snap:) | Revolut
588034d8-d697-4e66-86b1-85f9e605140d | convenient and easy to use | Revolut
7ff8f59d-053b-41de-ac78-19cd51fea0d4 | So Professional | Revolut
9008ccb4-0efe-4604-9b82-4a6ed13d186f | Constant emails. I deleted my account and Revolut are still asking for my details. I don't like this bank and would not advise anyone to use it!!!",review,
